Название;Артист;Продолжительность(мс);Наличие мата;Дата релиза;Жанр;Количество треков у артиста;Количество лайков артиста;Количество лайков альбома;ID трека;ID артиста;Язык
Black Cloud;Morrissey;168330;False;2009-02-16T00:00:00+03:00;indie;217;9008;231;103574;4439;en
I'm OK By Myself;Morrissey;288020;False;2009-02-16T00:00:00+03:00;indie;217;9008;231;103575;4439;en
Don't Make Fun of Daddy's Voice;Morrissey;177050;False;2005-03-29T00:00:00+04:00;alternative;217;9008;36;103576;4439;en
I'm Throwing My Arms Around Paris;Morrissey;150850;False;2009-02-16T00:00:00+03:00;indie;217;9008;231;103579;4439;en
Life Is A Pigsty;Morrissey;442170;False;2006-04-03T00:00:00+04:00;rock;217;9008;208;103581;4439;en
Why Don't You Find Out For Yourself;Morrissey;200020;False;1994-03-14T00:00:00+03:00;rock;217;9008;250;103582;4439;en
Friday Mourning;Morrissey;272050;False;2005-03-29T00:00:00+04:00;alternative;217;9008;36;103584;4439;en
I Just Want To See The Boy Happy;Morrissey;177920;False;2006-04-03T00:00:00+04:00;rock;217;9008;208;103586;4439;en
One Day Goodbye Will Be Farewell;Morrissey;176770;False;2009-02-16T00:00:00+03:00;indie;217;9008;231;103596;4439;en
Here Before;Fever Ray;195700;True;2009-10-19T00:00:00+04:00;alternative;18;9563;1963;103643;3829;en
New Moon Rising;Wolfmother;285620;False;2009-10-11T00:00:00+04:00;hardrock;69;12035;40;103645;12362;en
New Moon Rising;Wolfmother;306300;False;2009-10-11T00:00:00+04:00;hardrock;69;12035;40;103646;12362;en
Back Round;Wolfmother;261450;False;2009-10-11T00:00:00+04:00;hardrock;69;12035;40;103647;12362;en
Kleptoman;Povel Ramel;138570;False;2009-10-23T00:00:00+04:00;estrada;314;5;1;103649;38004;sv
Schejk;Povel Ramel;95370;False;2009-10-23T00:00:00+04:00;estrada;314;5;1;103658;38004;sv
Gåsapåg;Povel Ramel;94110;False;2009-10-23T00:00:00+04:00;estrada;314;5;1;103661;38004;sv
Har'u sett min lilla stumpert?;Povel Ramel;230110;False;2009-10-23T00:00:00+04:00;estrada;314;5;1;103662;38004;sv
Vals (Tango);Povel Ramel;47280;False;2009-10-23T00:00:00+04:00;estrada;314;5;1;103668;38004;sv
Sleep Easy;Bobby Fearless,;293510;False;2012-03-06T00:00:00+04:00;folk;1;0;;103679;9750239;en
There Are Listed Buildings;Los Campesinos!;187930;False;2018-08-17T00:00:00+03:00;alternative;58;347;12;103716;30219;en
Två lika är ett;Pugh Rogefeldt;176480;False;1989-03-01T00:00:00+03:00;pop;208;6;0;103724;36549;sv
Little Black Dress;Jace Everett;270130;False;2010-09-13T00:00:00+04:00;country;96;2881;86;103751;167981;en
Bad Things (Theme from 'True Blood');Jace Everett;163550;False;2010-09-13T00:00:00+04:00;country;96;2881;86;103752;167981;en
Possession;Jace Everett;214100;False;2010-09-13T00:00:00+04:00;country;96;2881;86;103753;167981;en
Burn For You;Jace Everett;159370;False;2010-09-13T00:00:00+04:00;country;96;2881;86;103754;167981;en
The Good Life;Jace Everett;213050;False;2010-09-13T00:00:00+04:00;country;96;2881;86;103756;167981;en
Damned If I Do;Jace Everett;345800;False;2010-09-13T00:00:00+04:00;country;96;2881;86;103759;167981;en
More To Life (C'Mon C'Mon);Jace Everett;257350;False;2010-09-13T00:00:00+04:00;country;96;2881;86;103760;167981;en
Permanent Thing;Jace Everett;226060;False;2010-09-13T00:00:00+04:00;country;96;2881;86;103761;167981;en
Slip Away;Jace Everett;309700;False;2010-09-13T00:00:00+04:00;country;96;2881;86;103762;167981;en
Against All Odds (Take A Look At Me Now);Phil Collins;205840;False;2004-11-05T00:00:00+03:00;pop;325;76076;1530;103763;6536;en
Rapture;Blondie;299360;False;2003-03-03T00:00:00+03:00;newwave;223;1089067;1829;103764;40620;en
Bonjour;Rachid Taha;205900;False;2020-04-24T00:00:00+03:00;arabicpop;145;707;75;103772;21782;fr
Heart And Soul;T'Pau;257130;False;1987-09-14T00:00:00+04:00;rock;81;146;10;103779;84836;en
Come On Eileen;Dexys Midnight Runners;243930;False;2017-10-20T00:00:00+03:00;pop;71;4919;197;103780;9266;en
Black Velvet;Alannah Myles;286790;False;2006-11-27T00:00:00+03:00;rock;51;85671;290;103781;35203;en
Kung Fu Fighting;Carl Douglas;194580;False;2008-04-29T00:00:00+04:00;soul;60;7187;234;103782;3409;en
Together In Electric Dreams;Philip Oakey;231770;False;1985-07-29T00:00:00+04:00;pop;10;23;202;103783;5387;en
Because I Got High;Afroman;260240;True;2008-04-10T00:00:00+04:00;rap;132;1701;19;103784;12716;en
Funkytown;LIPPS;235530;False;2021-05-07T00:00:00+03:00;disco;22;2373;80;103785;704149;en
Baker Street;Gerry Rafferty;246640;False;2018-09-07T00:00:00+03:00;pop;135;647;1412;103786;6218;en
Without You;Samantha Cole;281930;False;2008-06-05T00:00:00+04:00;pop;64;10;3;103787;40627;en
One Of Us;Joan Osborne;256770;False;2020-07-03T00:00:00+03:00;pop;178;4419;71;103788;12438;en
Caroline;Espers;203230;False;2009-10-20T00:00:00+04:00;indie;31;94;7;103803;40632;en
Manhattan;Blossom Dearie;253200;False;1996-06-21T00:00:00+04:00;vocaljazz;461;9555;81;103811;8295;en
Batucada;Tamba Trio;109460;False;2018-10-12T00:00:00+03:00;latinfolk;113;64;10;103812;4221;pt
At The Crossroads (Malaguena);Mel Torme;159000;False;2008-05-29T00:00:00+04:00;vocaljazz;1856;2029;4;103814;1548;en
Trade Winds;Chill Club;381340;False;2012-03-06T00:00:00+04:00;folk;1;0;;103825;40637;en
Führe Mich;Rammstein;256440;False;2014-06-27T00:00:00+04:00;films;154;3226583;1651;103837;13002;de
Frühling in Paris;Rammstein;284920;False;2009-10-16T00:00:00+04:00;industrial;154;3226583;27538;103839;13002;de
Liebe Ist Für Alle Da;Rammstein;205440;False;2009-10-16T00:00:00+04:00;industrial;154;3226583;27538;103840;13002;de
Haifisch;Rammstein;224880;False;2009-10-16T00:00:00+04:00;industrial;154;3226583;27538;103841;13002;de
Waidmanns Heil;Rammstein;212790;False;2009-10-16T00:00:00+04:00;industrial;154;3226583;27538;103843;13002;de
Pussy;Rammstein;239080;True;2009-10-16T00:00:00+04:00;industrial;154;3226583;27538;103844;13002;en
Wiener Blut;Rammstein;232120;False;2009-10-16T00:00:00+04:00;industrial;154;3226583;27538;103845;13002;de
Donaukinder;Rammstein;233890;False;2015-11-11T00:00:00+03:00;industrial;154;3226583;7271;103846;13002;de
Mehr;Rammstein;248250;False;2009-10-16T00:00:00+04:00;industrial;154;3226583;27538;103847;13002;de
Ich Tu Dir Weh;Rammstein;301850;True;2009-10-16T00:00:00+04:00;industrial;154;3226583;27538;103849;13002;de
Roter Sand;Rammstein;196100;False;2015-11-11T00:00:00+03:00;industrial;154;3226583;7271;103850;13002;de
B********;Rammstein;254010;False;2009-10-16T00:00:00+04:00;industrial;154;3226583;27538;103851;13002;de
Someday At Christmas;The Temptations;213600;False;1970-10-30T00:00:00+03:00;;718;13480;8;103852;953;en
My Christmas Tree;The Temptations;198820;False;1970-10-30T00:00:00+03:00;;718;13480;8;103853;953;en
This Christmas;The Temptations;266200;False;1980-08-14T00:00:00+03:00;;718;13480;3;103854;953;en
The Little Drummer Boy;The Temptations;205080;False;1970-10-30T00:00:00+03:00;;718;13480;8;103855;953;en
Everything For Christmas;The Temptations;255200;False;1980-08-14T00:00:00+03:00;;718;13480;3;103856;953;en
Christmas Everyday;The Temptations;175120;False;1980-08-14T00:00:00+03:00;;718;13480;3;103857;953;en
Santa Claus Is Comin' To Town;The Temptations;203170;False;1970-10-30T00:00:00+03:00;;718;13480;8;103858;953;en
Give Love On Christmas Day;The Temptations;217470;False;1980-08-14T00:00:00+03:00;;718;13480;3;103859;953;en
White Christmas;The Temptations;265480;False;1970-10-30T00:00:00+03:00;;718;13480;8;103860;953;en
Love Comes With Christmas;The Temptations;226890;False;1980-08-14T00:00:00+03:00;;718;13480;3;103861;953;en
The Christmas Song;The Temptations;213360;False;1970-10-30T00:00:00+03:00;;718;13480;8;103862;953;en
Let It Snow;The Temptations;215510;False;1970-10-30T00:00:00+03:00;;718;13480;8;103863;953;en
Du ska tro på mej;Sven Ingvars;176610;False;2007-11-20T00:00:00+03:00;pop;114;9;;103865;39007;sv
Önskebrunnen;Sven Ingvars;149830;False;2007-11-20T00:00:00+03:00;pop;114;9;;103866;39007;sv
Någon att hålla i hand;Sven Ingvars;146540;False;1965-05-01T00:00:00+03:00;pop;114;9;;103867;39007;sv
Leende guldbruna ögon;Sven Ingvars;170330;False;2009-11-13T00:00:00+03:00;estrada;114;9;1;103868;39007;sv
Kristina från Vilhelmina;Sven Ingvars;158720;False;2007-11-20T00:00:00+03:00;pop;114;9;;103870;39007;sv
Jag ringer på fredag;Sven Ingvars;193630;False;2007-11-20T00:00:00+03:00;pop;114;9;;103871;39007;sv
Jag vill resa bort;Sven Ingvars;166000;False;2008-01-01T00:00:00+03:00;pop;114;9;;103872;39007;sv
En prästkrage i min hand;Sven Ingvars;160730;False;2007-11-20T00:00:00+03:00;pop;114;9;;103875;39007;sv
Good Friends;Ann Williams;144030;False;2002-09-13T00:00:00+04:00;classical;20;0;5;103889;40683;en
She's No Longer A Gypsy;Original Cast Of: Applause;176970;False;2002-09-13T00:00:00+04:00;classical;1;0;5;103890;40679;en
Hurry Back;Lauren Bacall;109940;False;2002-09-13T00:00:00+04:00;classical;31;4;5;103892;40677;en
Fasten Your Seat Belts;Lauren Bacall;166550;False;2002-09-13T00:00:00+04:00;classical;31;4;5;103895;40677;en
But Alive;Lauren Bacall;236040;False;2002-09-13T00:00:00+04:00;classical;31;4;5;103896;40677;en
The Best Night of My Life;Penny Fuller;105580;False;2002-09-13T00:00:00+04:00;classical;36;1;5;103897;40680;en
Something Greater;Lauren Bacall;158720;False;2002-09-13T00:00:00+04:00;classical;31;4;5;103899;40677;en
Finale;Applause Company;69320;False;2002-09-13T00:00:00+04:00;classical;1;0;5;103900;40676;en
Welcome To The Theatre;Lauren Bacall;155580;False;2002-09-13T00:00:00+04:00;classical;31;4;5;103901;40677;en
One Hallowe'en;Penny Fuller;162710;False;2002-09-13T00:00:00+04:00;classical;36;1;5;103902;40680;en
Backstage Babble;The First Nighters;87350;False;2002-09-13T00:00:00+04:00;classical;1;0;5;103903;40684;so
Who's That Girl?;Lauren Bacall;167260;False;2002-09-13T00:00:00+04:00;classical;31;4;5;103904;40677;en
Think How It's Gonna Be;Len Cariou;138680;False;2002-09-13T00:00:00+04:00;classical;22;0;5;103905;40675;en
One Of A Kind;Lauren Bacall;160780;False;2002-09-13T00:00:00+04:00;classical;31;4;5;103907;40677;en
Follow the Star;Jeanette Biedermann;197570;False;2022-12-16T00:00:00+03:00;pop;102;20;2;103909;100769;en
Come All Ye Faithfu;Jeanette Biedermann;170130;False;2022-12-16T00:00:00+03:00;pop;102;20;2;103911;100769;en
Amazing Grace;Jeanette;157040;False;2001-11-12T00:00:00+03:00;pop;35;2;8;103913;18906646;en
Hark! the Herold Angels Sing;Jeanette Biedermann;146330;False;2022-12-16T00:00:00+03:00;pop;102;20;2;103915;100769;en
Silent Night;Jeanette Biedermann;169640;False;2022-12-16T00:00:00+03:00;pop;102;20;2;103916;100769;en
O Holy Night;Jeanette Biedermann;219720;False;2022-12-16T00:00:00+03:00;pop;102;20;2;103917;100769;en
Evermore;Jeanette Biedermann;123600;False;2022-12-16T00:00:00+03:00;pop;102;20;2;103918;100769;en
Ave Maria;Jeanette Biedermann;266020;False;2022-12-16T00:00:00+03:00;pop;102;20;2;103919;100769;en
Christmas Time;Jeanette Biedermann;200260;False;2022-12-16T00:00:00+03:00;pop;102;20;2;103920;100769;en
Colonel Buffalo Bill;Leslie Fyson;141130;False;;classical;74;1;2;103924;40691;en
Anything You Can Do;Ethel Merman;194600;False;;classical;743;33;2;103926;39788;en
I Got The Sun In The Morning;Ethel Merman;176360;False;;classical;743;33;2;103928;39788;en
An Old-Fashioned Wedding;Ethel Merman;168930;False;;classical;743;33;2;103929;39788;en
You Can't Get A Man With A Gun;Ethel Merman;193060;False;;classical;743;33;2;103933;39788;en
Bedtime For Toys;Stevie Wonder;207930;False;2004-09-21T00:00:00+04:00;pop;655;54246;119;103935;566;en
The Little Drummer Boy;Stevie Wonder;185450;False;2004-09-21T00:00:00+04:00;pop;655;54246;119;103936;566;en
Christmastime;Stevie Wonder;153700;False;2004-09-21T00:00:00+04:00;pop;655;54246;119;103937;566;en
The Day That Love Began;Stevie Wonder;215820;False;2004-09-21T00:00:00+04:00;pop;655;54246;119;103938;566;en
A Warm Little Home On A Hill;Stevie Wonder;205300;False;2004-09-21T00:00:00+04:00;pop;655;54246;119;103939;566;en
Silver Bells;Stevie Wonder;142560;False;2004-09-21T00:00:00+04:00;pop;655;54246;119;103940;566;en
Twinkle Twinkle Little Me;Stevie Wonder;192900;False;2004-09-21T00:00:00+04:00;pop;655;54246;119;103941;566;en
A Lil' Ole Bitty Pissant Country Place;Carlin Glynn;346250;False;2007-02-27T00:00:00+03:00;classical;4;0;7;103954;40714;en
Watch Dog Theme;Garry Burkhardt;45110;False;2007-02-27T00:00:00+03:00;classical;1;0;7;103955;40709;en
Good Old Girl;Henderson Forsythe;207980;False;2002-01-29T00:00:00+03:00;classical;1;0;9;103956;40699;en
No Lies;Carlin Glynn;175020;False;2007-02-27T00:00:00+03:00;classical;4;0;7;103957;40714;en
The Angelette March;Jay Garner;148950;False;2007-02-27T00:00:00+03:00;classical;3;0;7;103958;40705;en
Girl, You're A Woman;Carlin Glynn;203070;False;2007-02-27T00:00:00+03:00;classical;4;0;7;103959;40714;en
Twenty Four Hours Of Lovin';Delores Hall;272370;False;2007-02-27T00:00:00+03:00;classical;4;0;7;103960;40701;en
Texas Has A Whorehouse In It;Clint Allmon;177810;False;2007-02-27T00:00:00+03:00;classical;2;0;7;103961;40710;en
The Sidestep;Jay Garner;265480;False;2007-02-27T00:00:00+03:00;classical;3;0;7;103962;40705;en
The Aggie Song;Paul Ukena Jr.;316630;False;2007-02-27T00:00:00+03:00;classical;4;0;7;103963;40715;en
Doatsy Mae;Susan Mansur;190770;False;2007-02-27T00:00:00+03:00;classical;2;0;7;103964;40697;en
20 Fans;Craig Chambers;264330;False;2007-02-27T00:00:00+03:00;classical;34;0;7;103965;40707;en
The Bus From Amarillo;Carlin Glynn;225200;False;2007-02-27T00:00:00+03:00;classical;4;0;7;103967;40714;en
When We Were Beautiful;Bon Jovi;318060;False;2010-11-09T00:00:00+03:00;rock;346;1877559;9558;103968;1859;en
Thorn In My Side;Bon Jovi;245060;False;2009-11-10T00:00:00+03:00;rock;346;1877559;663;103969;1859;en
Learn To Love;Bon Jovi;279640;False;2009-11-10T00:00:00+03:00;rock;346;1877559;663;103970;1859;en
Fast Cars;Bon Jovi;196850;False;2009-11-10T00:00:00+03:00;rock;346;1877559;663;103971;1859;en
Brokenpromiseland;Bon Jovi;297260;False;2009-11-10T00:00:00+03:00;rock;346;1877559;663;103972;1859;en
Bullet;Bon Jovi;230080;False;2009-11-10T00:00:00+03:00;rock;346;1877559;663;103973;1859;en
Superman Tonight;Bon Jovi;312860;False;2009-11-10T00:00:00+03:00;rock;346;1877559;663;103974;1859;en
Live Before You Die;Bon Jovi;257940;False;2009-11-10T00:00:00+03:00;rock;346;1877559;663;103975;1859;en
We Weren't Born To Follow;Bon Jovi;243480;False;2010-11-09T00:00:00+03:00;rock;346;1877559;9558;103976;1859;en
Happy Now;Bon Jovi;261050;False;2009-11-10T00:00:00+03:00;rock;346;1877559;663;103977;1859;en
Love's The Only Rule;Bon Jovi;278400;False;2009-11-10T00:00:00+03:00;rock;346;1877559;663;103978;1859;en
Work For The Working Man;Bon Jovi;244030;False;2009-11-10T00:00:00+03:00;rock;346;1877559;663;103979;1859;en
Merry Christmas Baby;Four Tops;304970;False;1995-11-12T00:00:00+03:00;;528;1921;1;104026;176;en
Christmas Delight;Four Tops;227050;False;1995-11-12T00:00:00+03:00;;528;1921;1;104028;176;en
The Christmas Song;Four Tops;237810;False;1995-11-12T00:00:00+03:00;;528;1921;1;104029;176;en
Little Drummer Boy;Four Tops;465570;False;1995-11-12T00:00:00+03:00;;528;1921;1;104030;176;en
This Christmas;Four Tops;272560;False;1995-11-12T00:00:00+03:00;;528;1921;1;104032;176;en
Give Love On Christmas Day;The Jackson 5;183540;False;2009-10-13T00:00:00+04:00;rnb;313;35013;73;104034;1020;en
The Christmas Song;The Jackson 5;169970;False;2009-10-13T00:00:00+04:00;rnb;313;35013;73;104035;1020;en
Christmas Won't Be The Same This Year;The Jackson 5;150700;False;2009-10-13T00:00:00+04:00;rnb;313;35013;73;104036;1020;en
Someday At Christmas;The Jackson 5;163610;False;2009-10-13T00:00:00+04:00;rnb;313;35013;73;104037;1020;en
Up On The House Top;The Jackson 5;192040;False;2009-10-13T00:00:00+04:00;rnb;313;35013;73;104038;1020;en
Have Yourself A Merry Little Christmas;The Jackson 5;318530;False;2009-10-13T00:00:00+04:00;rnb;313;35013;73;104039;1020;en
Rudolph The Red-Nosed Reindeer;The Jackson 5;152320;False;2009-10-13T00:00:00+04:00;rnb;313;35013;73;104040;1020;en
I Saw Mommy Kissing Santa Claus;The Jackson 5;181360;False;2009-10-13T00:00:00+04:00;rnb;313;35013;73;104041;1020;en
Bang-A-Boomerang;Svenne & Lotta;184310;False;2019-07-17T00:00:00+03:00;pop;100;4;2;104044;40730;en
Sandy;Svenne & Lotta;159730;False;2019-07-17T00:00:00+03:00;rock;100;4;1;104047;40730;af
Chapel Of Love;Svenne & Lotta;172580;False;2019-07-17T00:00:00+03:00;pop;100;4;2;104060;40730;en
Overture;Paul Gemignani;358890;True;2008-06-12T00:00:00+04:00;vocal;62;1;1;104066;223224;ru
Bali Ha'i;Lillias White;213470;False;2008-06-12T00:00:00+04:00;vocal;61;4;1;104072;40740;en
One Waits So Long For What Is Good;Brian Stokes Mitchell;42760;False;2008-06-12T00:00:00+04:00;vocal;48;5;1;104073;40744;en
Some Enchanted Evening;Brian Stokes Mitchell;174440;False;2008-06-12T00:00:00+04:00;vocal;48;5;1;104077;40744;en
A Cock-Eyed Optimist;Reba McEntire;84320;False;2008-06-12T00:00:00+04:00;vocal;447;452;1;104085;16094;en
So When You Joined The Navy...;Reba McEntire;28000;False;2008-06-12T00:00:00+04:00;vocal;447;452;1;104090;16094;en
Rudolph The Red-Nosed Reindeer;The Supremes;161330;False;2018-09-07T00:00:00+03:00;;917;11741;10;104100;970;en
Twinkle Twinkle Little Me;The Supremes;183360;False;2018-09-07T00:00:00+03:00;;917;11741;10;104101;970;en
White Christmas;The Supremes;234920;False;2018-09-07T00:00:00+03:00;;917;11741;10;104103;970;en
Children's Christmas Song;The Supremes;170500;False;2018-09-07T00:00:00+03:00;;917;11741;10;104104;970;en
The Little Drummer Boy;The Supremes;187970;False;2018-09-07T00:00:00+03:00;;917;11741;10;104106;970;en
Silver Bells;The Supremes;179260;False;2018-09-07T00:00:00+03:00;;917;11741;10;104107;970;en
Anita;Sven Ingvars;234340;False;2005-10-12T00:00:00+04:00;estrada;114;9;1;104109;39007;sv
Ä du mä på dä?;Sven Ingvars;202340;False;2005-10-12T00:00:00+04:00;estrada;114;9;1;104119;39007;sv
Gå på dompen;Sven Ingvars;187940;False;2005-10-12T00:00:00+04:00;estrada;114;9;1;104124;39007;sv
Jäntblig;Sven Ingvars;132980;False;2005-10-12T00:00:00+04:00;estrada;114;9;1;104125;39007;sv
Bug Powder Dust;Bomb The Bass;447260;False;2009-10-19T00:00:00+04:00;pop;60;480;268;104128;30804;en
Nasty Gal;Betty Davis;277560;False;2016-05-13T00:00:00+03:00;rnb;50;449;127;104129;40360;en
I'm A Wonderful Thing, Baby;Kid Creole And The Coconuts;234990;False;1993-05-10T00:00:00+04:00;pop;222;36;13;104130;58895;en
Relax;Frankie Goes To Hollywood;236800;True;1984-10-20T00:00:00+03:00;dance;58;1537;320;104134;40789;en
I Suppose;Puressence;252180;False;1996-04-29T00:00:00+04:00;pop;62;162;33;104135;40765;en
Little Arithmetics;dEUS;269020;False;1996-01-01T00:00:00+03:00;rock;64;888;68;104137;30122;en
Me No Pop I;Coati Mundi;262530;False;1993-05-10T00:00:00+04:00;pop;68;3;13;104138;40787;en
Dr. Mabuse;Propaganda;304820;False;1985-07-01T00:00:00+04:00;pop;197;179;14;104140;40768;en
Broken English;Marianne Faithfull;276030;False;2013-01-28T00:00:00+04:00;rock;279;840;227;104141;7846;en
Re-Make/Re-Model;Roxy Music;313460;False;1995-11-20T00:00:00+03:00;pop;108;17511;236;104143;37076;en
World Shut Your Mouth;Julian Cope;214020;False;1992-09-07T00:00:00+04:00;rock;160;118;34;104147;13665;en
Ku Klux Klan;Steel Pulse;409000;False;2015-03-23T00:00:00+03:00;reggae;166;491;31;104148;27557;en
Heartbreak Hotel;John Cale;319290;False;2018-08-17T00:00:00+03:00;pop;297;846;108;104149;6391;en
Genius Of Love;Tom Tom Club;339040;False;2009-05-18T00:00:00+04:00;rock;56;598;173;104151;40794;en
It Has Not Taken Long;Nico;245360;False;2012-10-29T00:00:00+04:00;rock;112;3677;120;104152;2663928;es
Hiroshima Mon Amour;Ultravox;309290;False;2016-05-01T00:00:00+03:00;pop;171;2771;62;104153;23537;en
Homosapien;Pete Shelley;275840;False;1982-01-15T00:00:00+03:00;alternative;53;100;16;104155;29873;en
Snobbery And Decay;Act;511370;False;1987-06-01T00:00:00+04:00;alternative;129;14;1;104156;40754;en
Rock Lobster;The B-52's;410330;False;2009-10-19T00:00:00+04:00;pop;75;3314;268;104157;40777;en
The Worst Job I Ever Had;Dudley Moore;215510;True;1995-07-03T00:00:00+04:00;;120;5;1;104158;31641;pt
Do Anything You Wanna Do;Eddie & The Hot Rods;244050;True;2021-09-08T00:00:00+03:00;punk;121;98;39;104159;19700;en
Baby By Me;50 Cent;216060;True;2009-11-01T00:00:00+03:00;foreignrap;328;2153052;122;104160;1056;en
Just Call My Name;Alyson Williams;364530;False;2010-02-16T00:00:00+03:00;rap;23;0;1;104162;40802;en
16 @ War;Karina Pasian;203490;False;2008-08-19T00:00:00+04:00;pop;35;8;3;104163;585892;en
Epiphany (I'm Leaving);Chrisette Michele;208600;False;2009-05-05T00:00:00+04:00;rnb;132;540;8;104164;26715;en
The One You Need;Megan Rochell;242490;False;2009-01-01T00:00:00+03:00;rap;9;5;17;104165;40800;en
Secret Love;Kelly Price;260700;False;2008-03-20T00:00:00+03:00;pop;140;1085;13;104166;23554;en
Blaze Of Glory;Bon Jovi;346840;False;2009-10-26T00:00:00+03:00;rock;346;1877559;174;104167;1859;en
With The Pride;Spandau Ballet;205500;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104180;40804;en
Only When You Leave;Spandau Ballet;307950;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104181;40804;en
To Cut A Long Story Short;Spandau Ballet;229820;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104182;40804;en
I'll Fly For You;Spandau Ballet;321350;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104183;40804;en
She Loved Like Diamond;Spandau Ballet;204140;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104184;40804;en
Gold;Spandau Ballet;256520;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104185;40804;en
True;Spandau Ballet;345310;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104186;40804;en
Communication;Spandau Ballet;195080;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104187;40804;en
Through The Barricades;Spandau Ballet;287000;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104189;40804;en
Once More;Spandau Ballet;246410;False;2020-11-27T00:00:00+03:00;pop;96;23481;62;104190;40804;en
Lifeline;Spandau Ballet;244950;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104191;40804;en
Chant No 1;Spandau Ballet;212760;False;2009-10-19T00:00:00+04:00;pop;96;23481;42;104192;40804;en
We've Only Just Begun;Carpenters;184700;False;1972-01-01T00:00:00+03:00;pop;248;2520;6;104193;40880;en
When It's Gone (It's Just Gone);Carpenters;300000;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;104194;40880;en
When You've Got What It Takes;Carpenters;220680;False;1999-02-25T00:00:00+03:00;pop;248;2520;56;104195;40880;en
Solitaire;Carpenters;279870;False;2018-07-18T00:00:00+03:00;pop;248;2520;565;104196;40880;en
Love Is Surrender;Carpenters;118220;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;104197;40880;en
Where Do I Go From Here;Carpenters;264970;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;104198;40880;en
Let Me Be The One;Carpenters;145600;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;104199;40880;en
Only Yesterday;Carpenters;250860;False;2018-07-18T00:00:00+03:00;pop;248;2520;565;104200;40880;en
Goodbye To Love;Carpenters;236730;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;104201;40880;en
Ticket To Ride;Carpenters;249490;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;104202;40880;en
Superstar;Carpenters;220330;False;1973-12-31T00:00:00+03:00;rock;248;2520;4;104204;40880;en
Now;Carpenters;231560;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;104206;40880;en
Yesterday Once More;Carpenters;229130;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;104208;40880;en
One More Time;Carpenters;210360;False;1999-02-25T00:00:00+03:00;pop;248;2520;56;104209;40880;en
Those Good Old Dreams;Carpenters;253060;False;2002-10-15T00:00:00+04:00;pop;248;2520;190;104210;40880;en
In The Castle;Wolfmother;342480;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104211;12362;en
Violence Of The Sun;Wolfmother;362420;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104212;12362;en
Eyes Open;Wolfmother;311510;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104213;12362;en
California Queen;Wolfmother;234850;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104214;12362;en
10,000 Feet;Wolfmother;248880;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104215;12362;en
Caroline;Wolfmother;270570;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104216;12362;en
Cosmonaut;Wolfmother;288410;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104217;12362;en
Far Away;Wolfmother;240060;False;2010-02-11T00:00:00+03:00;hardrock;69;12035;99;104218;12362;en
Cosmic Egg;Wolfmother;244400;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104219;12362;en
Phoenix;Wolfmother;285050;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104220;12362;en
Back Round;Wolfmother;236850;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104221;12362;en
Sundial;Wolfmother;227660;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104222;12362;en
White Feather;Wolfmother;184050;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104223;12362;en
Pilgrim;Wolfmother;290400;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104224;12362;en
In The Morning;Wolfmother;339800;False;2009-10-26T00:00:00+03:00;hardrock;69;12035;545;104225;12362;en
Rain;MIKA;215950;False;2009-11-24T00:00:00+03:00;pop;133;19476;94;104226;17373;en
Ich hab mein Herz verloren;Claudia Jung;277890;False;2009-10-23T00:00:00+04:00;estrada;286;90;4;104228;10884;de
Verdammt ich lieb dich noch immer;Claudia Jung;233350;False;2009-10-23T00:00:00+04:00;estrada;286;90;4;104230;10884;de
Göttergatte;Claudia Jung;218980;False;2010-11-19T00:00:00+03:00;estrada;286;90;8;104234;10884;de
